from	to
CEBPB	E2F4
HDLBP	CTCF
IL1B	CEBPB
IL1B	RAF1
IL1B	STK11
NR3C1	CEBPB
RAF1	NR3C1
STK11	HDLBP
CTCF	CLCF1
E2F4	CLCF1
NR3C1	CLCF1
