from	to
CCNA2	CDK6
CCNA2	SP1
CDK6	CEBPA
IL22	STAT3
IL22	STAT5B
IL4	JUN
IL4	STAT3
IL4	STAT5B
JUN	CCNA2
JUN	IL4
JUN	SP1
JUN	STAT3
STAT3	WNT5A
STAT5B	CCNA2
STAT5B	CDK6
STAT5B	IL4
WNT5A	SMAD1
CEBPA	SPP1
JUN	SPP1
SMAD1	SPP1
SP1	SPP1
