from	to
EP300	NFKB1
EP300	RELA
EP300	SGK1
EP300	STAT3
IL17A	NFKB1
IL17A	RELA
IL17A	SGK1
IL17A	STAT3
NFKB1	RELA
PRKCA	BATF
PRKCA	EP300
PRKCA	NFKB1
PRKCA	RELA
PRKCA	SGK1
PRKCA	STAT3
RELA	NFKB1
SGK1	EP300
SGK1	NFKB1
STAT3	PRKCA
BATF	IL1B
EP300	IL1B
NFKB1	IL1B
RELA	IL1B
