from	to
AR	ESR1
AR	JUN
AR	STAT1
ESR1	AR
ESR1	JUN
FER	AR
FGFR2	ESR1
FGFR2	JUN
FGFR2	STAT1
JUN	ESR1
LYN	FER
LYN	JUN
LYN	STAT1
PDGFD	FER
PDGFD	FGFR2
PDGFD	LYN
PDGFD	STAT1
AR	CXCL8
ESR1	CXCL8
JUN	CXCL8
STAT1	CXCL8
