from	to
EGF	ERCC5
EGF	JUN
EGF	MAP1S
EGF	NFKB1
ERCC5	GTF2H3
GTF2H3	TBP
MAP1S	CEBPB
NFKB1	JUN
CEBPB	IL5
JUN	IL5
NFKB1	IL5
TBP	IL5
