from	to
IL1B	ESR1
IL1B	NR2C2
IL1B	PLA2G6
IL1B	PTEN
NR2C2	ESR1
NR2C2	HNF4A
PLA2G6	TP53
PTEN	SP1
TP53	ESR1
TP53	PTEN
ESR1	TGFA
HNF4A	TGFA
SP1	TGFA
TP53	TGFA
