from	to
AGER	MAPK7
AGER	NFKB1
HMGB1	AGER
HMGB1	NFKB1
HMGB1	TLR4
HMGB1	TP53
MAPK7	CEBPB
MAPK7	TP53
NFKB1	RELA
NFKB1	TP53
RELA	NFKB1
TLR4	NFKB1
TLR4	RELA
TP53	NFKB1
TP53	RELA
CEBPB	IL1B
NFKB1	IL1B
RELA	IL1B
TP53	IL1B
