from	to
AR	NR3C1
AR	UBE2I
CDKN2A	PLK1
MSTN	SMAD3
NR3C1	AR
NR3C1	SMAD3
PLK1	RAD21
SMAD3	AR
SMAD3	CDKN2A
SMAD3	E2F4
SMAD3	NR3C1
UBE2I	AR
UBE2I	TFAP2C
E2F4	CLCF1
NR3C1	CLCF1
RAD21	CLCF1
TFAP2C	CLCF1
