from	to
EP300	JUN
EP300	NFKB1
EP300	SMAD2
FN1	JUN
MAP3K7	NFKB1
NFKB1	JUN
SMAD2	EP300
SMAD2	TGFBR1
TGFB3	FN1
TGFB3	MAP3K7
TGFB3	SMAD2
TGFB3	TGFBR1
TGFBR1	MAP3K7
TGFBR1	SMAD2
TGFBR1	STAT1
EP300	IFNB1
JUN	IFNB1
NFKB1	IFNB1
STAT1	IFNB1
