from	to
CSF1	MAP2K1
CSF1	TNF
CSF1	VEGFA
EGR1	TP53
EP300	TNF
EP300	TP53
EP300	VEGFA
GDF15	EGR1
MAP2K1	EP300
MAP2K1	TP53
PRKAB1	EP300
PRKAB1	HNF4A
PRKAB1	VEGFA
TNF	GDF15
TNF	TP53
TP53	EP300
TP53	GDF15
TP53	PRKAB1
VEGFA	PRKAB1
EGR1	GDF15
EP300	GDF15
HNF4A	GDF15
TP53	GDF15
