from	to
AR	JUN
AR	STAT1
FN1	JUN
JUN	SMAD4
MAP3K7	NFKB1
NFKB1	JUN
SMAD4	AR
SMAD4	JUN
TGFB3	FN1
TGFB3	MAP3K7
TGFB3	SMAD4
TGFB3	TGFBR1
TGFBR1	MAP3K7
TGFBR1	SMAD4
TGFBR1	STAT1
AR	IL12A
JUN	IL12A
NFKB1	IL12A
STAT1	IL12A
