from	to
MAP3K7	NFKB1
MAP3K7	STAT3
SMAD2	SP1
SMAD2	TGFBR1
STAT1	STAT3
STAT3	STAT1
TGFB3	MAP3K7
TGFB3	SMAD2
TGFB3	TGFBR1
TGFBR1	MAP3K7
TGFBR1	SMAD2
TGFBR1	STAT1
NFKB1	IL10
SP1	IL10
STAT1	IL10
STAT3	IL10
