from	to
CEBPB	E2F4
IFNG	LGALS9
IFNG	TGFB2
IFNG	TXN
LGALS9	CEBPB
NR3C1	CEBPB
SMAD6	CTCF
SMAD6	NR3C1
TGFB2	SMAD6
TXN	NR3C1
CTCF	CLCF1
E2F4	CLCF1
NR3C1	CLCF1
