from	to
MAPK8	AR
MAPK8	RELA
NFKB1	RELA
RELA	AR
RELA	NFKB1
TNFRSF1A	NFKB1
TNFRSF1A	RELA
TNFRSF8	NFKB1
TNFSF12	MAPK8
TNFSF12	TNFRSF1A
TNFSF12	TNFRSF8
AR	IL18
NFKB1	IL18
RELA	IL18
