from	to
CEBPB	E2F4
IL1A	CEBPB
IL1A	IL6
IL1A	MAPKAPK2
IL6	AR
MAPKAPK2	PLK1
PLK1	RAD21
AR	FGF1
E2F4	FGF1
RAD21	FGF1
