from	to
CXCL12	JUN
CXCL12	MAPK1
EP300	JUN
EP300	NFKB1
IL1A	CXCL12
IL1A	IL1RAP
IL1A	MAPK1
IL1RAP	NFKB1
JUN	MAPK1
MAPK1	EP300
MAPK1	HNF4A
MAPK1	JUN
MAPK1	NFKB1
NFKB1	JUN
EP300	IL1RN
HNF4A	IL1RN
JUN	IL1RN
NFKB1	IL1RN
