from	to
HIF1A	TP53
LTA	LTBR
LTA	MAP3K14
LTA	TNFRSF1A
LTB	LTBR
LTB	TNFRSF1A
LTB	TP53
LTBR	LTB
LTBR	MAP3K14
MAP3K14	STAT3
RAC1	HIF1A
RAC1	STAT3
RAC1	TP53
STAT3	HIF1A
TNFRSF1A	MAP3K14
TNFRSF1A	RAC1
TP53	HIF1A
TP53	RAC1
HIF1A	IL20
STAT3	IL20
TP53	IL20
