from	to
BMP6	BMPR1A
BMP6	BMPR1B
BMP6	BMPR2
BMP6	ESR1
BMPR1A	BMPR1B
BMPR1A	BMPR2
BMPR1A	PRKACB
BMPR1B	BMPR2
BMPR1B	PPP2CA
BMPR2	BMPR1A
BMPR2	BMPR1B
BMPR2	NLK
EP300	ESR1
EP300	JUN
EP300	SP1
ESR1	JUN
JUN	ESR1
JUN	SP1
NLK	ESR1
NLK	HNF4A
PPP2CA	BMPR2
PPP2CA	SP1
PRKACB	EP300
EP300	CCL20
HNF4A	CCL20
JUN	CCL20
SP1	CCL20
