from	to
FOXP3	IL2
FOXP3	NFKB1
HRH1	RELA
IKBKE	NFKB1
IKBKE	REL
IKBKE	RELA
IL1A	IKBKE
IL1A	IL2
IL1A	RELA
IL2	FOXP3
IL6	HRH1
IL6	IL1A
IL6	IL2
IL6	SAA1
NFKB1	IL2
NFKB1	RELA
RELA	NFKB1
SAA1	NFKB1
FOXP3	CD40LG
NFKB1	CD40LG
REL	CD40LG
RELA	CD40LG
