from	to
NFKB1	RELA
RELA	NFKB1
STAT1	RELA
STAT1	STAT3
STAT3	STAT1
TNF	NFKB1
TNF	RELA
TNF	STAT1
TNF	STAT3
NFKB1	IL10
RELA	IL10
STAT1	IL10
STAT3	IL10
