from	to
ANGPT1	NFKB1
EDN1	NFKB1
EDN1	SP1
HGF	ANGPT1
HGF	EDN1
HGF	SDC2
HGF	THPO
HIF1A	EDN1
JUN	EDN1
JUN	SP1
NFKB1	JUN
SDC2	JUN
THPO	HIF1A
HIF1A	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
