from	to
AR	EGFR
E2F1	AR
E2F1	MYC
EGFR	AR
EGFR	E2F1
MYC	E2F1
NRG1	AR
NRG1	EGFR
NRG1	MYC
NRG1	PRKACA
PRKACA	ATF2
PRKACA	E2F1
PRKACA	EGFR
AR	TGFB2
ATF2	TGFB2
E2F1	TGFB2
MYC	TGFB2
