from	to
ACVR1B	SMAD2
ACVR1B	SMAD4
ACVR2A	ACVR1B
ACVR2A	BMP2
ACVR2A	SMAD1
ACVR2B	ACVR1B
ACVR2B	SMAD1
ACVR2B	SMAD2
BMP2	ACVR2A
BMP2	ACVR2B
BMP2	RUNX2
BMP2	SMAD1
GDF11	ACVR1B
GDF11	ACVR2A
GDF11	ACVR2B
JUN	SMAD4
JUN	SP1
RUNX2	BMP2
RUNX2	JUN
SMAD1	RUNX2
SMAD1	SMAD4
SMAD2	SMAD1
SMAD2	SMAD4
SMAD2	SP1
SMAD4	JUN
JUN	SPP1
RUNX2	SPP1
SMAD1	SPP1
SP1	SPP1
