from	to
CSF1	GSK3B
CSF1	PAK1
CSF1	TNF
E2F4	RBL1
GSK3B	NR3C1
GSK3B	PAK1
GSK3B	RBL1
NR3C1	TNF
PAK1	PLK1
PLK1	RAD21
PLK1	TNF
RBL1	E2F4
TNF	NR3C1
TNF	PAK1
E2F4	CLCF1
NR3C1	CLCF1
RAD21	CLCF1
