from	to
CSF2	IL2
CSF2	NFKB1
CSF2	SDC2
CSF2	TNFSF11
IL2	MYC
IL2	STAT1
MYC	NFKB1
NFKB1	IL2
NFKB1	MYC
NFKB1	RELA
RELA	MYC
RELA	NFKB1
SDC2	STAT1
STAT1	MYC
STAT1	RELA
TNFSF11	NFKB1
TNFSF11	RELA
TNFSF11	STAT1
MYC	CSF1
NFKB1	CSF1
RELA	CSF1
STAT1	CSF1
