from	to
LTA	LTBR
LTA	MAP3K1
LTA	MAP3K14
LTA	TNFRSF1B
LTB	LTBR
LTB	TP53
LTBR	LTB
LTBR	MAP3K14
MAP3K1	MAP3K14
MAP3K1	SP1
MAP3K1	STAT3
MAP3K14	MAP3K1
MAP3K14	STAT3
SP1	TNF
STAT3	TNF
TNF	LTBR
TNF	MAP3K1
TNF	MAP3K14
TNF	STAT3
TNF	TFAP2A
TNF	TNFRSF1B
TNF	TP53
TNFRSF1B	MAP3K1
TNFRSF1B	MAP3K14
TNFRSF1B	TNF
SP1	HGF
STAT3	HGF
TFAP2A	HGF
TP53	HGF
