from	to
EP300	JUN
EP300	NFKB1
EP300	RELA
LYN	JUN
LYN	NFKB1
LYN	PRKCD
NFKB1	JUN
NFKB1	RELA
PDGFD	LYN
PDGFD	PRKCD
PDGFD	YES1
PRKCD	EP300
PRKCD	LYN
PRKCD	NFKB1
PRKCD	RELA
RELA	JUN
RELA	NFKB1
YES1	PRKCD
YES1	RELA
EP300	CCL4
JUN	CCL4
NFKB1	CCL4
RELA	CCL4
