from	to
FOS	JUN
JUN	FOS
JUN	SP1
NFKB1	FOS
NFKB1	JUN
RPS6KA5	FOS
RPS6KA5	NFKB1
TNF	JUN
TNF	NFKB1
TNF	RPS6KA5
TNF	TXN
TXN	NFKB1
TXN	SP1
FOS	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
