from	to
EDN1	EGFR
EDN1	NFKB1
EDN1	SP1
EGFR	NFKB1
EGFR	RELA
EP300	EDN1
EP300	NFKB1
EP300	RELA
EP300	SP1
NFKB1	RELA
RELA	NFKB1
RELA	SP1
SUCLA2	NFKB1
TGFB1	EDN1
TGFB1	EGFR
TGFB1	EP300
TGFB1	SUCLA2
EP300	CXCL5
NFKB1	CXCL5
RELA	CXCL5
SP1	CXCL5
