from	to
CREB1	FOS
EP300	JUN
FOS	JUN
GDNF	CREB1
GDNF	MAPK14
JUN	CREB1
JUN	FOS
MAPK14	CREB1
MAPK14	EP300
MAPK14	FOS
MAPK14	JUN
MAPK14	SRF
SRF	FOS
EP300	IL1B
FOS	IL1B
JUN	IL1B
SRF	IL1B
