from	to
B2M	AR
HIF1A	TP53
IFNG	B2M
IFNG	KRT1
IFNG	TP53
KRT1	HIF1A
KRT1	TP53
TP53	AR
TP53	HIF1A
AR	KITLG
HIF1A	KITLG
TP53	KITLG
