from	to
FOS	TP53
HMGB1	IKBKB
HMGB1	SRC
HMGB1	TP53
IKBKB	FOS
IKBKB	SRC
IKBKB	TP53
SRC	AR
SRC	E2F4
SRC	FOS
SRC	IKBKB
SRC	TP53
TP53	AR
AR	FGF2
E2F4	FGF2
FOS	FGF2
TP53	FGF2
