from	to
ACVR2B	EGFR
ACVR2B	PRKCB
ACVR2B	SMAD3
EGFR	NFKB1
EGFR	STAT3
EP300	JUN
EP300	NFKB1
EP300	SMAD3
EP300	STAT3
JUN	SMAD3
JUN	STAT3
MSTN	ACVR2B
MSTN	SMAD3
NFKB1	JUN
PRKCB	EGFR
PRKCB	STAT3
SMAD3	EP300
SMAD3	JUN
STAT3	EGFR
EP300	IL6
JUN	IL6
NFKB1	IL6
STAT3	IL6
