from	to
MAP3K7	E2F4
MAP3K7	SMAD6
SMAD6	CTCF
SMAD6	MAP3K7
SMAD6	NR3C1
SMAD6	TGFBR1
TGFB1	MAP3K7
TGFB1	SMAD6
TGFB1	TGFBR1
TGFBR1	MAP3K7
TGFBR1	SMAD6
TGFBR1	TP63
TP63	TFAP2C
CTCF	CLCF1
E2F4	CLCF1
NR3C1	CLCF1
TFAP2C	CLCF1
