from	to
BDNF	CDK1
BDNF	GSK3B
BDNF	MAPK10
BDNF	MAPK9
CDK1	EP300
CDK1	JUNB
CDK1	MAPK10
FOS	CDK1
GSK3B	CDK1
GSK3B	JUNB
GSK3B	REST
MAPK10	FOS
MAPK9	FOS
MAPK9	JUNB
MAPK9	MAPK10
EP300	IL1RN
FOS	IL1RN
JUNB	IL1RN
REST	IL1RN
