from	to
ARHGEF7	EP300
E2F1	MAPK14
EP300	E2F1
EP300	PARP1
FGF2	ARHGEF7
FGF2	MAPK14
FGF2	PARP1
FGF2	STAT1
MAPK14	ARHGEF7
MAPK14	E2F1
MAPK14	EP300
MAPK14	HNF4A
MAPK14	STAT1
PARP1	E2F1
E2F1	TNFSF11
EP300	TNFSF11
HNF4A	TNFSF11
STAT1	TNFSF11
