from	to
AR	STAT3
EP300	AR
EP300	MYC
EP300	STAT3
ERBB2	PRKACA
ERBB2	STAT3
MYC	ERBB2
NRG1	AR
NRG1	ERBB2
NRG1	MYC
NRG1	PRKACA
PRKACA	EP300
PRKACA	ERBB2
STAT3	AR
STAT3	MYC
AR	CXCL2
EP300	CXCL2
MYC	CXCL2
STAT3	CXCL2
