from	to
ACVR1B	SMAD3
ACVR1B	SMAD4
ACVR1B	XIAP
GDF11	ACVR1B
MYC	SMAD3
MYC	TP53
SMAD3	SMAD4
SMAD4	MYC
SMAD4	SMAD3
TP53	XIAP
XIAP	TP53
MYC	TGFB1
SMAD3	TGFB1
SMAD4	TGFB1
TP53	TGFB1
