from	to
E2F1	MAPK14
EP300	E2F1
GDNF	MAPK14
GDNF	RET
MAPK14	E2F1
MAPK14	EP300
MAPK14	HNF4A
MAPK14	RET
MAPK14	STAT1
RET	MAPK14
RET	STAT1
E2F1	TNFSF11
EP300	TNFSF11
HNF4A	TNFSF11
STAT1	TNFSF11
