from	to
CDK12	TP53
EGF	AR
EGF	CDK12
EGF	SRPK2
HIF1A	TP53
SRPK2	HIF1A
TP53	AR
TP53	HIF1A
AR	KITLG
HIF1A	KITLG
TP53	KITLG
