from	to
BMP4	BMPR1B
BMP4	MAP3K7
BMP4	TP53
BMPR1B	MAP3K7
BMPR1B	PPP2CA
EP300	NFKB1
EP300	RELA
EP300	SP1
EP300	TP53
MAP3K7	NFKB1
MAP3K7	RELA
NFKB1	RELA
NFKB1	TP53
PPP2CA	MAP3K7
PPP2CA	RELA
PPP2CA	SP1
PPP2CA	TP53
RELA	NFKB1
RELA	SP1
TP53	EP300
TP53	NFKB1
TP53	RELA
EP300	CXCL5
NFKB1	CXCL5
RELA	CXCL5
SP1	CXCL5
