from	to
B2M	JUN
EP300	JUN
EP300	NFKB1
IFNG	B2M
IFNG	EP300
IFNG	NFKB1
IFNG	PRKAB1
NFKB1	JUN
PRKAB1	EP300
PRKAB1	HNF4A
EP300	IL1RN
HNF4A	IL1RN
JUN	IL1RN
NFKB1	IL1RN
