from	to
IL12B	STAT3
IL1B	IL12B
IL1B	PLA2G6
IL1B	PTEN
PLA2G6	TP53
PTEN	SP1
TP53	PTEN
SP1	HGF
STAT3	HGF
TP53	HGF
