from	to
CSF2	NFKB1
CSF2	PRKACA
CSF2	PRKACB
CSF2	SDC2
JUN	EGR1
NFKB1	JUN
PRKACA	HNF4A
PRKACA	NFKB1
PRKACB	EGR1
SDC2	JUN
SDC2	PRKACA
EGR1	IL1RN
HNF4A	IL1RN
JUN	IL1RN
NFKB1	IL1RN
