from	to
CXCL12	JUN
CXCL12	MAPK1
HIF1A	CXCL12
IL1A	CXCL12
IL1A	IL1RAP
IL1A	MAPK1
IL1A	RELA
IL1RAP	NFKB1
IL1RAP	RELA
JUN	MAPK1
MAPK1	HIF1A
MAPK1	JUN
MAPK1	NFKB1
MAPK1	RELA
NFKB1	JUN
NFKB1	RELA
RELA	JUN
RELA	NFKB1
HIF1A	IL12A
JUN	IL12A
NFKB1	IL12A
RELA	IL12A
