from	to
CDK12	TP53
EGF	CDK12
EGF	ERBB4
EGF	JUN
EGF	SMAD3
ERBB4	MYC
JUN	MYC
JUN	SMAD3
JUN	TP53
MYC	SMAD3
MYC	TP53
SMAD3	JUN
JUN	TGFB1
MYC	TGFB1
SMAD3	TGFB1
TP53	TGFB1
