from	to
EP300	MYC
EP300	NFKB1
EP300	RELA
IL1B	NFKB1
IL1B	PRKCA
IL1B	RELA
IL1B	STK11
MYC	NFKB1
NFKB1	MYC
NFKB1	RELA
PRKCA	EP300
PRKCA	NFKB1
PRKCA	RELA
PRKCA	STK11
RELA	MYC
RELA	NFKB1
STK11	MYC
EP300	CSF1
MYC	CSF1
NFKB1	CSF1
RELA	CSF1
