from	to
B2M	JUN
FGF9	FOS
FGF9	JUN
FOS	JUN
IFNG	B2M
IFNG	FGF9
IFNG	NFKB1
IFNG	TXN
JUN	FOS
JUN	SP1
NFKB1	FOS
NFKB1	JUN
TXN	NFKB1
TXN	SP1
FOS	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
