from	to
FGF7	JUN
FGF7	NFKB1
FGF7	STAT1
IL1B	FGF7
IL1B	NFKB1
IL1B	RELA
IL1B	STAT1
NFKB1	JUN
NFKB1	RELA
RELA	JUN
RELA	NFKB1
STAT1	RELA
JUN	IL12A
NFKB1	IL12A
RELA	IL12A
STAT1	IL12A
