from	to
EP300	TP53
IL1B	NR2C2
IL1B	PLA2G6
IL1B	PRKCA
IL1B	STAT1
NR2C2	HNF4A
PLA2G6	TP53
PRKCA	EP300
PRKCA	PLA2G6
PRKCA	TP53
TP53	EP300
EP300	CX3CL1
HNF4A	CX3CL1
STAT1	CX3CL1
TP53	CX3CL1
