from	to
AR	EGFR
E2F1	AR
E2F1	MYC
EGFR	AR
EGFR	E2F1
EGFR	FER
EGFR	PRKCD
FER	AR
FER	PRKCD
MYC	E2F1
PDGFB	EGFR
PDGFB	FER
PDGFB	PRKCD
PDGFB	STK11
PRKCD	ATF2
PRKCD	EGFR
STK11	MYC
AR	TGFB2
ATF2	TGFB2
E2F1	TGFB2
MYC	TGFB2
