from	to
IL23A	STAT3
IL23A	STAT5A
PIAS1	STAT3
PIAS1	STAT5A
PIAS1	STAT5B
STAT3	IL23A
TNF	IL23A
TNF	PIAS1
TNF	STAT3
STAT3	OSM
STAT5A	OSM
STAT5B	OSM
