from	to
EP300	NFKB1
EP300	RELA
IL1B	NFKB1
IL1B	PRKCA
IL1B	RELA
IL1B	STAT1
NFKB1	RELA
PRKCA	EP300
PRKCA	NFKB1
PRKCA	RELA
RELA	NFKB1
STAT1	RELA
EP300	IFNB1
NFKB1	IFNB1
RELA	IFNB1
STAT1	IFNB1
