from	to
E2F1	AR
E2F1	MYC
MAPKAPK2	E2F1
MAPKAPK2	RPS6KA5
MYC	E2F1
PIM1	AR
PIM1	MYC
RPS6KA5	ATF2
RPS6KA5	MYC
TNF	MAPKAPK2
TNF	PIM1
TNF	RPS6KA5
TNF	TNIK
TNIK	MYC
AR	TGFB2
ATF2	TGFB2
E2F1	TGFB2
MYC	TGFB2
