from	to
CIITA	TAF1
EP300	MYC
IL3	PIM1
IL3	PRKACA
IL3	PRKACB
IL3	PRKACG
MYC	PRKACB
PIM1	MYC
PRKACA	CIITA
PRKACA	EP300
PRKACA	HNF4A
PRKACA	PIM1
PRKACB	CIITA
PRKACB	EP300
PRKACG	EP300
EP300	IL1RN
HNF4A	IL1RN
MYC	IL1RN
TAF1	IL1RN
