from	to
FGF7	JUN
FGF7	NFKB1
IL1B	FGF7
IL1B	NFKB1
IL1B	PTEN
IL1B	RELA
JUN	PTEN
JUN	SP1
NFKB1	JUN
NFKB1	RELA
PTEN	SP1
RELA	JUN
RELA	NFKB1
RELA	PTEN
RELA	SP1
JUN	TNF
NFKB1	TNF
RELA	TNF
SP1	TNF
