from	to
B2M	AR
EIF2AK2	TP53
HIF1A	TP53
IFNA1	B2M
IFNA1	EIF2AK2
IFNA1	HIF1A
IFNL1	IFNA1
TP53	AR
TP53	EIF2AK2
TP53	HIF1A
AR	KITLG
HIF1A	KITLG
TP53	KITLG
