from	to
ACVR2B	SMAD3
BMP2	ACVR2B
BMP2	MAPK14
BMP2	TGFB3
EP300	SMAD3
EP300	SMAD4
MAPK14	EP300
MAPK14	HNF4A
MAPK14	SMAD3
SMAD3	EP300
SMAD3	SMAD4
SMAD3	TGFB3
SMAD4	EP300
SMAD4	SMAD3
TGFB3	SMAD3
TGFB3	SMAD4
EP300	EPO
HNF4A	EPO
SMAD3	EPO
SMAD4	EPO
