from	to
AR	EGFR
AR	ESR1
CXCL12	ESR2
E2F1	AR
EGFR	AR
EGFR	E2F1
EGFR	ESR1
ESR1	AR
ESR1	CXCL12
ESR1	ESR2
ESR2	ESR1
TGFB1	AR
TGFB1	CXCL12
TGFB1	EGFR
AR	EGF
E2F1	EGF
ESR1	EGF
ESR2	EGF
