from	to
CSF3	CXCL12
CSF3	IL10
CSF3	JAK2
CSF3	MAPK3
CXCL12	JAK2
CXCL12	JUN
CXCL12	MAPK3
FOS	JUN
IL10	NFKB1
JAK2	FOS
JAK2	MAPK3
JAK2	NFKB1
JUN	FOS
JUN	IL10
JUN	MAPK3
JUN	SP1
MAPK3	FOS
MAPK3	JAK2
MAPK3	JUN
MAPK3	NFKB1
MAPK3	SP1
NFKB1	FOS
NFKB1	JUN
NFKB1	MAPK3
SP1	IL10
FOS	PDGFB
JUN	PDGFB
NFKB1	PDGFB
SP1	PDGFB
