from	to
ACVR1	CREBBP
ACVR1	ETS1
BMP4	ACVR1
BMP4	TP53
CREBBP	AR
CREBBP	GATA1
CREBBP	TP53
TP53	AR
TP53	ETS1
AR	PF4
ETS1	PF4
GATA1	PF4
