from	to
ACVR2B	SMAD1
ACVR2B	SMAD2
ACVR2B	SMAD3
JUN	SMAD3
JUN	SP1
MSTN	ACVR2B
MSTN	SMAD3
RUNX2	JUN
SMAD1	RUNX2
SMAD2	SMAD1
SMAD2	SMAD3
SMAD2	SP1
SMAD3	JUN
SMAD3	RUNX2
SMAD3	SMAD2
JUN	SPP1
RUNX2	SPP1
SMAD1	SPP1
SP1	SPP1
