from	to
CDK12	ESR1
CDK12	TP53
EGF	CDK12
EGF	ESR1
EGF	MAPK14
EGF	PPP2CA
MAPK14	ESR1
MAPK14	HNF4A
MAPK14	PPP2CA
MAPK14	SP1
MAPK14	TP53
PPP2CA	MAPK14
PPP2CA	SP1
PPP2CA	TP53
TP53	ESR1
ESR1	TGFA
HNF4A	TGFA
SP1	TGFA
TP53	TGFA
