from	to
ERBB2	ERBB4
ERBB2	STAT3
ERBB4	STAT5A
ERBB4	STAT5B
TGFA	ERBB2
TGFA	ERBB4
STAT3	OSM
STAT5A	OSM
STAT5B	OSM
